,0
404,"Ahmet Conker
@aconker34
·
14 Ara 2023
@SuperYardim
 Dün mesajınızda tt dan etiketleme mesajı gelecektir diye belirtilmektedir, ancak tt tarafından operatörünüz ile görüşün mesajı gelmiştir. Anlamıyorum 8. gün oldu binada internet alt yapısı olduğu halde şirketinizce hiçbir çalışma yapılmamaktadır mağdur oldum.
Ahmet Conker
@aconker34
·
14 Ara 2023
@TTDestek Özel bir iletişim operatöründen internet müracaatında bulundum , bölgede tt. alt yapısından faydalanıldığı bahisle ,tarafınızca etiketleme yapılması gerektiği , kurulumun bu işlemden sonra yapılacağı belirtilmektedir , 7 gün oldu tt. den hala sms gelmedi, mağdur oldum.
1
24"
405,"kemal
@kemalcetin06
·
24 Eki 2023
@SuperYardim
 @trturkcell
 @Turkcell
 @Trkcellfiberint
 Bölgemde teknik arızadan İki gündür Ev internetim kesik. Verdiğiniz 4+4 GB internetin 2. paketi de bitmek üzere. 3. paket hakkımın olmadığını söylüyorsunuz. Peki bizim günahımız nedir. Ya internetimi verin yada 3. paketi verin.
1
1
1
91"
406,"Ersin Yalçın
@ErsinYaln828858
·
4 Kas 2023
@SuperYardim
 evimize ilk internet  bağlatmak istedik sizden bin pişman olduk!!!!
3"
407,"anilll
@hobastar
·
16 Kas 2023
@SuperYardim
 @TurkcellHizmet
 #superonline Kimseye superonline tavsiye etmiyorum. Rezalet servis ağı var. İstanbul’un göbeğinde 2 gündür sorunu çözemeyip sonra sorun sizde olabilir. İsterseniz 300₺’ye servis gönderelim diyorlar. Sakın almayın!
20"
408,"murad
@muradt44
·
9 Oca
@SuperYardim
 merhaba 5 saatlik internet kesintisi görünüyor uygulama üzerinden ve şu an internet kullanamıyoruz bunun ücretini düşecek misiniz ya da bize mobilden internet verecek misiniz 
@Turkcell
 @TurkcellHizmet
18"
409,"MCC61
@ahmet_colak_
·
30 Ara 2023
@SuperYardim
 Ankara’da sitede oturuyoruz. Port eksikliğinden dolayı her gün birinin kablosu çekilip başkasının portu takılıyor. Herkes her gün arıza kaydı açıyor. Eğer port koyacak altyapınız yoksa bize beden bu interneti sattınız 
@Turkcell
 @SuperYardim
1
20"
410,"Tuğba
@defne11399
·
29 Kas 2023
@SuperYardim
 İç tesisat sorunlu dediniz tüm kabloları değiştirdim, modemi değiştirdim! Faturamı 
@TurkTelekom
 a değil size ödüyorum! Acilen sorunumu çözer misiniz! Her gün sizi aramaktan elektrikçi çağırmaktan bıktım artık!
10"
411,"TahsinBayram
@tahsinbayram23
·
4 Eki 2023
@SuperYardim
  Arkadaş kac gun oldu?  3m  ötedeki odada superonline çekmiyor dedik.istediginiz speed testi gonderdim. Hala olan bisey yok.Magara çağından çıkacak mı İnternetsiz? Ayni evin içinde çekebilecek mi? 
Doktor soyle ne olur ?
1
27"
412,"Erkan CerraH
@erKaaanC
·
31 Ara 2023
@SuperYardim
  uzun yıllardır kullandığım Superonline sürekli kopmalar sürekli modem arızası sürekli ücret vermekte bıktım artık. Bugün bile internet tamamen koptu yazıklar olsun artık. Salı günü tamamen değiştiriyorum yazıklar olsun. Okadar ücret alırken utanmadan böyle hizmet
1
222"
413,"Rıdvan Tekeş
@ridwantekes
·
5 Kas 2023
@SuperYardim
 sayın yetkili modem performansından dolayı 26 Ekim tarihinde wifi 6 modem talebim oldu o andaki arkadaş bunun kaydını almadı 02 kasımda tekrar aradığımda talebim incelendi ve 250 tl karşılığında modemim değişti. Bana gelen msj da 350 tl ücret ve aylık 22lt ödeme
2
12"
414,"onur gulbaba
@onurgulbaba
·
22 Eyl 2023
@SuperYardim
 saatlerimi harcadım ama düzeltemediniz. Kurulumda girdikleri adres yanlış, ekip gerekse gelmiyorlar. Yan mahalle vs olsa tamam derim ama 10 km mesafede bir yerin adresini girmişler. Düzeltiyoruz diye 152559510 no’lu talebi açtınız, tamamlandı diyerek kapatılmış.
1
11"
415,"sercan kozan
@kozan_sercan
·
12 Ara 2023
@SuperYardim
 sürekli burda neşe sanıyorsunuz ama 45 saattir sadece teknik ekibin gelmesini bekliyorum ve iki defa arandım yoldayız geliyoruz diye buna rağmen gelen yok ve inernetsizim Superonline pişmanlıktır
1
54"
416,"EMAD yolcu
@SMALYAAR18
·
21 Eki 2023
@SuperYardim
 peki 10 günlük cayma bedeli nasıl 300 TL oluyor 
@Turkcell
10"
417,"Maho G
@realmahog
·
30 Oca
@SuperYardim
 24 saattir evimde internet yok müşteri temsilcisini arıyorum bana npc gibi sürekli aynı cevabı veriyor genel bakım çalışması diyor 24 saatte neyin bakım çalışması allah aşkına millet 1 günde apartman dikiyor siz neyi bakıma aldınız ?
1
1
99"
418,"Dental Haber
@dentalhabercom
·
4 Ara 2023
@SuperYardim
 en geç 48 saat dediniz size ulaşacaklar ama 3 gün geçti hala ne arayan var ne soran
1
4"
419,"parallaxx
@parallaxx
·
25 Ara 2023
@SuperYardim
 @TurkcellHizmet
 defalarca hem müşteri temsilcinize hem buradan şimdide Şikayet var’dan yazdım. Eğer hala ev internetimde sağlıklı bir hizmet alamaz isem Tük. Mah. Yoluyla fesih yapacağım. Bu son uyarımdır, 2 aydır bitmeyen sorunlarla uğraşacak vaktim yok
1
15"
420,"Doğannn
@dogan_uys
·
27 Eyl 2023
@SuperYardim
 Merhaba, ping 123 gösteriyor internetin biraz yavaşladı, alt yapı çalışması mı var acaba
1
31"
421,"İBRAHİM PUTKIRAN
@AksakalIbrahim
·
2 Ara 2023
@SuperYardim
 
Faturamı birkaç gün geç ödediğim için 160 tl hızlandırma ücreti adı altında ücret yansıtılmış. Faturanın toplam bedeli 200 tl iken 360 tl fatura yollanmış el insaf bu açıkça tefeciliktir. Bunu düzeltmediğiniz taktirde aboneliği iptal ettireceğim
Müşteri no:11403038
1
9"
422,"JOKER
@JOKERFIGHTCLUB
·
2 Ara 2023
@SuperYardim
 @TurkcellHizmet
 Merhabalar. İnternetimiz gitti. 0532 lı numaranızı aradığımda 20.17 kadar int yok diyor. 7 saat internetsiz nasıl devam edeceğiZ. Tv yayınımız yok maalesef.
2
8"
423,"deniz usul
@denizusul40
·
1 Ara 2023
@SuperYardim
 yarım saatten sonra pes ettim bekleyemedim kusura bakmayın yüzünüze kapatmış gibi olduk
1
12"
424,"@GkalpEmir1
·
4 Kas 2023
@SuperYardim
 lütfen internete bişey yapar mısınız? Leş ötesi yine. Sizi ne zaman birine övsem o gün pişman oluyorum.
1
14"
425,"Kübra
@Kbra1010101010
·
23 Eki 2023
@SuperYardim
 merhaba internetimde kısıtlama olmadığı söylediniz ancak bir çok sayfa açılmıyor test etmek için mobil internetimi bağlayıp denedim sayfalar açılıyor bu sorunu acilen düzeltebilir misiniz ?
10"
426,"Brs.KRMN
@bdbrkzy_08_12
·
28 Ara 2023
@SuperYardim
 Ankara gibi bir şehirde 48 saat internet kesintisi nedir 
@Turkcell
  @TurkcellHizmet
1
2
452"
427,"sancho panza
@dasjozef
·
4 Kas 2023
@SuperYardim
 doktor bu ne
1
5"
428,"Banuhan Obaoğlu
@BanuhanObaoglu
·
7 Oca
@SuperYardim
 ACİL aşırı acil bana ulaşın. Sim kartım kitlendi doğru şifre girmeme rağmen, puk bilmiyorum tr' de kart. Banka şifresi geliyo diye sim' i açık tutup para ödüyorum. Yurt dışındayım, çok acil bana ulaşın. Kayıtlı mail adresime puk kodu gönderin lütfen, işlem yapamı
19"
429,"paratoner
@sidikkraker
·
5 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Kadıköy Sahrayıcedit’te oturuyorum...
İnternet çekmiyor.
Telefon ve televizyonum iptal..!
1
52"
430,"İrem C.
@iremgergin
·
26 Oca
@SuperYardim
 Hiç ışık hızı değil bildiğimiz kağnı hızında ilerliyoruz. Berbat birkaç haftadır internet. Tv plus bile gidip geliyor.
1
57"
431,"MESUT PAL
@psma01
·
3 Ara 2023
@SuperYardim
 fatura gecikmesine 5 TL faiz 160 TL yeniden hızlandırma bedeli yuhhhh.
1
18"
432,"Yusuf Kazım Kaya ﺦ
@yusufkkaya61
·
26 Ara 2023
@SuperYardim
 şu interneti ne zaman bir ay boyunca kesintisiz olarak kullandıracaksınız acaba
1
23"
433,"kahve kokusu
@ArmaganCiftlik
·
25 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Haram zıkkım.olsun
7"
434,"Haki
@asvphaki
·
24 Eki 2023
@SuperYardim
 Eşek yüküyle para ödüyoruz, ama 1000mbps internet ile 35mbps hızla indirme yapıyoruz he ? Ararız bir türlü açılmaz, arıza sorgula deriz aynı şey. Sözleşme gereği vaat ettiğiniz hizmeti karşılamaz iseniz ya sözleşmeyi fesh edin yada modemi sokup ücreti ödemeyeceğim.
1
23"
435,"Neclasrl
@neclasrl
·
19 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Sloganinizi değiştirin bence ışık hızı değil çekmeyen internet istiyorsanız diye başlayabilirsiniz...
8"
436,"Nadime Şahin
@NadimeSahin
·
14 Ara 2023
@SuperYardim
 @TurkcellHizmet
 @Turkcell
  interneti duzeltirmisiniz.
1
12"
437,"M. Hanifi ÇELENK
@hanificelenk
·
3 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Çözüm üretmiyorsunuz. 
Ben Türkcell'li olduğum için kendime yazıklar olsun diyorum.
5"
438,"Ersin Yalçın
@ErsinYaln828858
·
4 Kas 2023
@SuperYardim
 merhaba"
439,"bbyasing
@bbyasing
·
25 Ara 2023
@SuperYardim
 Faturam 14 gün gecikmiş.Yatırdığımı zannediyordum. Unutmuşum.14 gün gecikti diye neden hemen internet hızını düşürüyorsunuz. Gecikme bedeli olarak zaten faiz alıyorsunuz.Bu şımarıklığın sebebi nedir?
3"
440,"Orhan oruç
@Neo0640
·
21 Ara 2023
@SuperYardim
 Fuat Oruç adında 84 yaşında yatalak ve konuşamayan babama abonelik yapılmış sonra da 1412 TL borç çıkartıldı Superonline avukatı aradı Bu nasıl bişeydir ya
1
17"
441,"Yunus Altun
@al00124673
·
28 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Bu mesajı gören ve üyelik hakkında ikilemde kalan kardeşim buyur videoyu izle https://youtube.com/shorts/ZOVRfbJeMKE…
1
1
15"
442,"By
@barisssyildiz
·
30 Eyl 2023
@SuperYardim
 Sabah saatlerinden bu yana bağlantım yok. Sorun giderildiğine dair SMS atiyorsunuz fakat giderildiği falan yok. Aylık 250₺'nin karşılığı bu mu ?
1
6"
443,"yasarokyay
@YasarOkyay
·
4 Eki 2023
@SuperYardim
 1 ay boyunca 1000mbite çıkarmış ama uploading hala 10mbit  komediye gel..tam idiyot işler..insana insan gibi davranıp salak yerine koymadımız zaman adam oluruz
11"
444,"10. KÖY
@LLeymun
·
29 Ara 2023
@SuperYardim
 internet bağlandığından beri sürekli kesinti problemi yaşıyorum. Artık dayanılmaz hale geldi. Gün içerisinde 2-3 saatte bir kesinti nedir? Vallahi sinirlerim bozuldu iyice.
2
38"
445,"mete
@meteormete1903
·
10 Ara 2023
@SuperYardim
 müşteri hizmetlerinize ulaşamıyorum lütfen yardımcı olun
1
10"
446,"cem BALLI
@OYSTER79
·
1 Ara 2023
@SuperYardim
 Adana pınar mah. 3 gündür internet yok rezil ettiniz millet
1
28"
447,"Sıtkı AKBULAT
@sakbulat
·
26 Kas 2023
@SuperYardim
 bir arıza var. Dönüş sağlanmıyor bu nasıl iş!!!!
1
11"
448,"müşfik çetinkaya
@MusfikCetinkaya
·
28 Eki 2023
@SuperYardim
 yaklaşık 5 gündür evde internet yok sürekli altyapı çalışması diye oyalıyorlar, apartmandaki portta eksik olduğu için birimizin internetini söküp diğerini bağlıyorlarmış,eşim evden çalışıyor ve işten çıkarılma durumu oluştu,sizi tüketici mahkemesine şikayet edicez
8"
449,"Muratcan
@egetoramani
·
8 Ara 2023
@SuperYardim
 müşteri merkezinizle kaç defa görüştüm abonelik yapan bayinizle kaç defa görüştüm ama sonuç nafile. Ne yardımcı olmaya çalışıyorsunuz ne de adam yerine koyup cevap veriyorsunuz. Baştan savma verdiğiniz cevap bile yalan.
1
6"
450,"emrah ölmez
@emraholmez_01
·
2 Kas 2023
@SuperYardim
 neresinden tutsam elimde kalıyor 12 mbps parası ödeyip 0.6 alıyorum aldığım hizmeti şikayet etmek için arıyorum 14 dakika çağrı merkezi bekliyorum. İnternet her geçen gün daha da yavaşlıyor diyorum ama faturanın tamamını ödüyorum. Hala yardımcı olacağız diyorlar????
3
54"
451,"Meryem Dila
@Meryemdilaa
·
26 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 @TcellPlatinum
 RESMEN BIR MARKA ZIRVEDEN DIBE NASIL DUSER ONUN ORNEGISINIZ!!! (7)
71"
452,"Selim Zaloğlu
@selimzaloglu
·
6 Kas 2023
@SuperYardim
 @TurkcellHizmet
 Sevgili Turkcell hala internet bağlantısı problemi yaşıyorum bununla ilgili tweetseli attım müsait olmadığım bir zamanda aradınız açamadım şimdi de kimseye derdimi anlatamıyorum yine her zamanki gibi başa döndük.
2
209"
453,"𝐾𝑎𝑠𝚤𝑟𝑔𝑎
@flightrecorderr
·
6 Eki 2023
@SuperYardim
 1000 mb diye aldık 300 ü geçemiyoruz teşekkür ederim hizmetleriniz için taahhütünüze uyuyorsunuz
1
17"
454,"mehlika karakaya
@mehlikaataer
·
15 Eki 2023
@SuperYardim
 ıkı kere superonlıne tv aletım degıstı ama sonuc yok tam 3 ıle bes dak arasında tv acılıyo gelenler bısey yok dıyo ıkı kere alet degıstu yok olmuyo on senedır seyredıyoruz yıllardır sorun olmadı sımdı cok sıkıntı var acılırken
1
32"
455,"efira
@imlasibozukkdn
·
10 Kas 2023
@SuperYardim
 İstanbul Buyukcekmece Hurriyet mah .Neden 3 gundur internet yok,alt yapi calismasi var deniyor neden bu kadar uzun suruyor ,Evden calisan insanlar bu durumda ne yapmali ?yada ben kullanmadigim internetin parasini neden odeyeyim
1
33"
456,"Gülsen (3G)
@menkulkiymetli
·
27 Eki 2023
@SuperYardim
 yardım edecekseniz edin 200 mbps kullanıyorum son 15 gündür 11 ile 15 arası kopuyorum diyorum. Vpn anahtarla giriş yapıyorum home office calısıyorum diyorum kopuyorum hattan diyorum. Cocuklar tv de int kopuyo yayın gidiyo diyorum. Kopma yok dıyolar bana hala.
1
11"
457,"Ebru
@civan_ebru
·
17 Kas 2023
@SuperYardim
 @TurkcellHizmet
 @Turkcell
 iyi akşamlar internet bağlantı problemimiz devam ediyor lütfen yardımcı olur musunuz artık?
3"
458,"Etem Üstüner
@etooom
·
25 Ara 2023
@SuperYardim
 101405021228 hizmet numaralı Superonline fiber abonesiyim.  
Yaklaşık 8 aydır hız problemleri yaşıyorum. Kablolu hız testlerimiz 19-35mb arası değişiyor. Bana sütekli hızınızı artırın dedikleri için kademeli olarak son 1.5 yılda önce 50mb e sonrada 100mb e geçtim
2
56"
459,"Ender ÖZGÜN
@EnderZGN4
·
10 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Azıcık şerefiniz varsa milleti kazıklamaya devam edin
2"
460,"Ahmet Conker
@aconker34
·
16 Ara 2023
@SuperYardim
 @TurkcellHizmet
 Komedi devam Superonline müracaatımın 7 iş günü ve 10 gününde şu an  532 den arandım bugüne kadar 
@TurkTelekom
 nedeniyle işin olmadığını ama konunun ve ekiplerinin hızlı takip edileceği belirtilip yine süresiz zamanda yapılacağı belirtildi IŞIK HIZI:)
31"
461,"Şaf
@safakakyildiz34
·
28 Eki 2023
@SuperYardim
  157453164 kayıt numarası ile 22.10.2023 tarihinde nakil işlemi başlattım. Konu ile alakalı pazar günü taşınma esnasında 1 kez arandım ancak taşınma telaşından aramayı farkedemedim. Bugün itibari ile onca arama ve açtırdığım destek talebine rağmen hala internetim yok
2
50"
462,"KURD
@kurdisheditsz
·
9 Kas 2023
@SuperYardim
 
Merheba lütfen Diyarbakır Bağlar daki altyapı kaynaklı genel arıza çalışması hakkında bilgi verebilir misiniz?
7"
463,"Hakan
@HBlbkn1907
·
6 Eki 2023
@SuperYardim
  eski kampanyam bitti yeni bir kampanya aldım.bana eğer böyle hizmet verecekseniz benim ekstra ödediğim parayı geri vermeniz lazım gerekmez mi? Kaç günden beri en fazla 21 mbps gördüm!! 
@Turkcell
1
26"
464,"elihgurhan
@4gozmello
·
4 Kas 2023
@SuperYardim
 @Fiberintenet
 

50 mbit olan paketimi kullandığım hız ektedir. 15-20 mbit oda maximum aldığım hız. Bu hırsızlık değilde nedir ? Bunu nasıl düzelteceksiniz ?
1
16"
465,"༒HANDE༒
@bellahan94
·
5 Oca
@SuperYardim
 2 saattir sorunlarla uğraşıyorum müşteri hizmetleri problem yok diyor ama internet çekmiyor
1
30"
466,"ilhan
@metsan38
·
26 Ara 2023
@SuperYardim
 @TurkcellHizmet
 kardeşim 21.yuzyilda bu ne berbat internet, gerçekten sadece adınız  büyük ve işiniz sadece para almak fatura ödetmek, ya 2 gün üst üste sağlıklı bi internet hizmeti bile veremiyorsunuz ayıp dır ayıp
1
14"
467,"Anarşist
@Anarsist9
·
26 Eyl 2023
@SuperYardim
 günlerdir diyorum modeminizi değiştirin, hız sürekli gel git oluyor diye, bu akşam diyorsunuz ki geliriz modemde arıza çıkmazsa 300 lira ekleriz faturaya bravooo 
1
12"
468,"YILMAZ ®
@adezse
·
5 Kas 2023
@SuperYardim
 @TurkcellHizmet
 Evdeki internet sorununu çözmemek için uğraş veriyorsunuz..
Taahhütname yenilemek için aradığınız her aramada size internette sorun var sorunu çözün devam edelim diyorum Sorunu çözmemek için ısrar ediyorsunuz 
20 seneyi aşkın süredir Müşterinizim
1
14"
469,"Sadece insan
@rhnkky
·
10 Oca
@SuperYardim
 istanbul ataşehir kayışdağı interneti neden bu kadar kötü. Türktelekomdan size geçmek icin büyük bir ceza ödedim ve aldığım internet kalitesinde hicbir degisiklik yok. Ne yapmamız lazım, yine bir ceza mı ödeyelim?
1
61"
470,"esbulbul
@esbulbul
·
30 Eyl 2023
@SuperYardim
 çağrı merkezi bana bir tv+ cihazı öneriyor. Bölgeye hizmet veren şirket hiç bir bilgi vermeden cihaz talebini kapatıyor. Günlerdir uğraşıyorum sadece sms ve mail atıyorsunuz sorunla ilgileniyoruz vb.. Koskoca şirket Line adındaki taşeronun oyuncağı olmuş durumda
4"
471,"Furkan
@FGunener
·
20 Eki 2023
@SuperYardim
Furkan
@FGunener
·
20 Eki 2023
@TurkcellHizmet Normal hız testinde farklı farklı siteler üzerinden test yaptığımda hız konusunda her hangi bir kayıp yaşamıyorum fakat steam vb gibi indirme yaptığım zaman hızı stabil alamıyorum sitenizden şikayet oluşmuyor fotoğraf istiyor müş hiz. Buyrun fotoğraf.
13"
472,"Esra kvs
@esrakvs85
·
10 Eki 2023
@SuperYardim
 @ist_superonline
 @Trkcellfiberint
 @superonlinecom
Esra kvs
@esrakvs85
·
10 Eki 2023
#superonline artık yeter tadı kaçtı yani 9.10.2023 internetimiz yok. Kaçıncı yüzyılda yaşıyoruz ki siz hala internet olayını bir çırpıda çözemiyorsunuz. Cidden merak ediyorum. Gece gelecek dediğiniz internet 10.10.2023sabah saat 09.02 yok.Nedüşünüyorsunuz bu konuda @SuperYardim
1
20"
473,"Ünsal Eroglu. NYAN
@unsal2339
·
10 Eki 2023
@SuperYardim
 200megabit internetin neden sadece yarısını kullanıyorum ben bubhızı 100 megabit eski tarifemde alabiliyordum zaten
3"
474,"A R A S
@Arassenior
·
2 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
6 gündür internet yön 6. Yalandan çözmek için ekip yönlendirme yapıyorsunuz. Ekip uzaydan mı geliyor.
1
10"
475,"kostas oğuzhan
@oguzhanince61
·
31 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
boyle rezil bi firma olamaz internetim bozuk diye 2 haftadir hergun ariyorum sistemde bozuk gorunmuyor diyorlar bide utanmadan 300 lira servis ucreti verirseniz gelir yapariz diyorlar 2 haftadir kullanamadigim internete para aldiginiz gibi utanmadan 300 liraya tamir ederiz dyonuz
1
13"
476,"Ümit ÇALIK
@umit_calik37
·
7 Kas 2023
@SuperYardim
 Faturasını ödediğim hizmeti vermiyorsunuz.Vermeyeceğinizi de vaad ediyorsunuz. Superbox ı indirimli verin diyorum onu da vermiyorsunuz.Şimdi ben ne yapayım ?
1
15"
477,"1
@4n0n1m4l1ty
·
13 Eki 2023
@SuperYardim
 taahhütüm bitiyor. 220 tl ödediğim pakede 570 tl istiyorsunuz. Bu normal mi? Yeni üyeler benim ödediğim rakama geliyorken ben neden neredeyse 3 katı fatura ödeyeceğim? Bu adil mi?
1
18"
478,"Oğuzhan Atıl
@oguzatilgan
·
24 Oca
@SuperYardim
 sürekli internet hiziniz dusuyor. Her akşam sizin çağrı merkeziniz ile görüşmek ve teknik sorunları çözmek zorunda mıyız?
1
18"
479,"Esra Şimşek
@Esraa_Simsek
·
4 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
30 eylülden bu yana internetimiz yok. Pazar günü geleceğiz dediler. Günlerdir ne arayan ne gelen ne geri dönen var. Her gün aramaktan, kaydımın durumunu öğrenmekten bıktım. Turkcell superonline pişmanlık oldu, ya çözün ya da iptal edeceğim bağlantımı!!
1
1
118"
480,"yellow&red
@Mdysonmus
·
9 Oca
@SuperYardim
 yıllardır 
@TurkTelekom
 a ait internet kullandım. Taahhütüm bitince superonline a geçmek istedim. Türk telekom un sinyali kapatıp superonline bağlantısının kurulumu 4 gün sürdü. Neyse ben evde yokken superonline yetkilileri gelip modem kurulumu yapıp gitmiş.
60"
481,"FilistinSinemGoorany
@falestins
·
19 Kas 2023
@SuperYardim
 sözleşmenin bitmesine yakın internet hızını kötüleştirip, kullanılmaz hale getirip bunu “ evet bitmeye yakın kota ve hızda düşüşler olur , zaten artık olmayan en düşük hızı kullanıyorsunuz “ şeklinde savunmak nasıl bir kural bilmezliğe giriyor?
1
94"
482,"'uğur topal'
@ugurtopal7
·
22 Eyl 2023
@SuperYardim
 internet alt yapısını düzelteceğiz diye geldiniz, sitede herkesin interneti var bir benim yok. Hala daha arayacaksınız beni ve internetimi düzelteceksiniz bekliyorum
1
8"
483,"av.maçkalıanakin
@mackalianakin
·
30 Ara 2023
@SuperYardim
  hizmet alabilmek için illa arayıp küfür mü etmemiz gerekiyor? neden 3000 pingle oyun oynuyorum? zorunda mıyım?
1
8"
484,"ZAFER AKBULUT
@ZAFERAK76111019
·
2 Oca
@SuperYardim
 İzmir'in göbeğinde Buca Gediz de yıl olmuş 2024 fiber olmadığı gibi birde 16 megabit almamız gereken internet hizmetine bakar mısınız lütfen tekrar hız testi yapar mısınız demeyin modeminizi sökün gidin
1
57"
485,"Meryem Dila
@Meryemdilaa
·
26 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 @TcellPlatinum
 arandigim tarih zam geldikten 2 gun sonrasi, zamli fiyattan taahhutumu devam ettirmek icin hesaplanarak bu sekilde yapiliyor.. butun uyeliklerimi baska bir operatore gecirecekken musteri hizmetlernden baska br departmanla..(2)
73"
486,"Ödem ve Gerilme JK
@asiruh666
·
12 Ara 2023
@SuperYardim
 sene olmuş 2024 istanbulun göbeğinde bıçak gibi internetimiz kesiliyor şaka mı bu ?
1
14"
487,"TC bulonka
@bulonka
·
25 Ara 2023
@SuperYardim
 ekran görüntüsü olan hatayla yapılan aboneliği iptal eder misiniz
1
7"
488,"KeremKrbs
@lllKeremlll
·
14 Oca
@SuperYardim
 200mbps olan internetimi 100mbps olarak kullanıyorum hatta 100 bile değil 93 gibi bir veri alıyorum . Son zamanlarda da çok yavaşladı , müşteri hizmetlerini aradığımda sistemde bir sorun gözükmediğini belirttiler.
1
31"
489,"Kazakoğlu
@kazakoglu45
·
28 Kas 2023
@SuperYardim
  dünden beridir internetim yok bugün arıza kaydı yaptırdım sonra böyle bir mesaj geldi neymiş efendim ücretli geleceklermis oda 300 TL imiş yaklaşık  sanki interneti ben kestim bu nasıl bir düzen anlamış değilim daha 3 ay falan oldu İnternet baglatali
13"
490,"Özgür Yılmaz
@ozguryilmaz79
·
23 Kas 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 0850 2220222 numaralı telefonu aradığımızda bölge internet arızamızın çözüm tarih ve saati 4. kez ileri atoyor. Yani bi çözün artık 3 gündür internet yok, Turkcell TV yok.
31"
491,"Papaz
@CahaOguz
·
14 Kas 2023
@SuperYardim
 iki haftadır internet arızam devam ediyor. 100 kere aradım arıza kaydı oluşturdum. Yalvar yakar ancak dün ekip getirebildim eve. Güncelleme göndericez düzelecek dediler. Değişen hiçbir şey yok. Arıza aynı şekilde devam ediyor.
2
72"
492,"srht92
@serhatkeskek
·
30 Eyl 2023
@SuperYardim
 4 gün önce internet arıza bildirimi verdim ekip hala gelmedi. Müşteri hizmetlerini tekrar tekrar aradım ama durumun aciliyetini bildiriyoruz cevabı almaktan başka bir gelişme olmadı. İzmirin göbeğinde 4 gündür internet yok.
16"
493,"osmandemircan
@demircannosman
·
30 Oca
@SuperYardim
  BİNAYA KADAR FİBERİ GETİRİP HER ŞEYİ AYARLAYIP DAİRELERE DAĞITIM YAPILMAMA SEBEBİ NEDİR ACABA?
1
1
58"
494,"Erkan
@onlyakiva
·
23 Oca
@SuperYardim
 acil dm
1
36"
495,"Melih
@itsjaise
·
4 Ara 2023
@SuperYardim
 @TurkcellHizmet
 Temmuz ayında iptal ettiğim internetimin Kasım ayında faturası geliyor. Ancak internet hattım İ P T A L olduğu için müşteri numaramla müşteri hizmetlerine bağlanamıyorum. Zar zor konuştuğum ""temsilcilerinizden"" azar yiyorum. Ve asla size ulaşamıyorum.
1
21"
496,"Tevfik Temiz
@tevfiktemiz
·
19 Kas 2023
@SuperYardim
 48 saattir internet yok , yan komşuyu 2 saatte çözüp bizi 48 saattir İnternetsiz bırak sonra dalga geçer gibi 4gb turkcell hat için internet gönderdik diye mesaj at... superonline pişmanlıktır!!! Dalga geçiyor sunuz galiba !!!
1
81"
497,"Çağdaş
@CagdasEzeer
·
23 Eyl 2023
@SuperYardim
 @Turkcell
 3 günden beri internetim yok. 50 defa aramama rağmen ne geri dönüş ne de bir hizmet yapılıyor. 2023 yılında böyle iğrenç hizmet anca sizin gibi rezil bir firmaya yakışır.
1
29"
498,"Müzeyyen Yüce
@muzeyyenyuce07
·
26 Eyl 2023
@SuperYardim
 @TurkcellHizmet
  hem 6 gündür internet sağlayamıyorsunuz hem de arıza ekiplerini göndermek için para talep ediyorsunuz. Bu nasıl iş ? Tarafıma internet sağlayamayan sizsinizken ben neden para ödeyeceğim ya. Ne günlere kaldık 
1
34"
499,"DERDİMİZ VATAN
@kzlkeriim
·
18 Ara 2023
@SuperYardim
 @Turkcell
 paramızla rezillik çekiyor, hız testi bile yapılmıyor, yıllardır İstanbul’un göbeğinde fiber yok üst cadde de var bizde yok. Vdsl ile uğraşıyoruz, onuda beceremiyorsunuz.
1
86"
500,"Okan Akçalı
@Akcaliokann
·
30 Eki 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 cihazınızı teslim etmeme rağmen mesaj yolluyorsunuz teslim etmediğiniz için fatura yansıyacaktır diye nasıl bir saçmalık gerçekten bu turkcell hiç yakışmadı
1
12"
501,"N K
@NK5766081146517
·
1 Kas 2023
@SuperYardim
 adlı kişiye yanıt olarak
Maalesef 1 yıldır kullandığım internet ve tivibu dan hiç memnun değilim. 3-4 ay önce modem bozuldu , yenisini getirdiler. 3-4 gün önce internet gitti 1 gün sonra yaptılar. Şimdi tekrar internetim yok. Tivibu da yok. Arıza kaydı bıraktım dönen yok. Yarına dönerler ama 1 gün geçti.
43"
